time,quarter,holiday,is_peak,text,code,temperature,humidity,windSpeed,cloud,load,meter
2025-08-01 00:00:00,0,1,0,阴,104,26,97,9,91,225.89908854166666,440.6944885253906
2025-08-01 00:15:00,1,1,0,阴,104,26,97,9,91,227.58401997884116,465.6127522786458
2025-08-01 00:30:00,2,1,0,阴,104,26,97,9,91,227.51874796549478,465.6405843098958
2025-08-01 00:45:00,3,1,0,阴,104,26,97,9,91,235.10655212402344,473.29160563151044
2025-08-01 01:00:00,4,1,0,阴,104,26,97,10,91,233.11563618977866,471.33632405598956
2025-08-01 01:15:00,5,1,0,阴,104,26,97,10,91,231.47413635253906,469.68907674153644
2025-08-01 01:30:00,6,1,0,阴,104,26,97,10,91,212.44103495279947,450.66172281901044
2025-08-01 01:45:00,7,1,0,阴,104,26,97,10,91,224.02759297688803,462.21034749348956
2025-08-01 02:00:00,8,1,0,雾,501,26,99,8,91,223.6498819986979,461.86252848307294
2025-08-01 02:15:00,9,1,0,雾,501,26,99,8,91,221.0672403971354,459.277587890625
2025-08-01 02:30:00,10,1,0,雾,501,26,99,8,91,221.64413452148438,459.8751729329427
2025-08-01 02:45:00,11,1,0,雾,501,26,99,8,91,220.43817138671875,458.23586018880206
2025-08-01 03:00:00,12,1,0,雾,501,26,100,5,91,224.03311665852866,461.88368733723956
2025-08-01 03:15:00,13,1,0,雾,501,26,100,5,91,216.23218282063803,454.4758605957031
2025-08-01 03:30:00,14,1,0,雾,501,26,100,5,91,217.31736755371094,455.5874837239583
2025-08-01 03:45:00,15,1,0,雾,501,26,100,5,91,216.9412638346354,455.24700927734375
2025-08-01 04:00:00,16,1,0,雾,501,26,99,8,93,223.26334126790366,461.5277099609375
2025-08-01 04:15:00,17,1,0,雾,501,26,99,8,93,224.35631306966147,462.6206868489583
2025-08-01 04:30:00,18,1,0,雾,501,26,99,8,93,238.05047607421875,476.3136901855469
2025-08-01 04:45:00,19,1,0,雾,501,26,99,8,93,235.58643595377603,473.85425821940106
2025-08-01 05:00:00,20,1,0,雾,501,27,98,10,96,237.15241495768228,475.025634765625
2025-08-01 05:15:00,21,1,0,雾,501,27,98,10,96,227.65965270996094,397.81298828125
2025-08-01 05:30:00,22,1,0,雾,501,27,98,10,96,229.5419667561849,394.328857421875
2025-08-01 05:45:00,23,1,0,雾,501,27,98,10,96,227.05575052897134,389.51413981119794
2025-08-01 06:00:00,24,1,0,雾,501,28,96,13,91,226.09517923990884,250.71598307291666
2025-08-01 06:15:00,25,1,0,雾,501,28,96,13,91,218.6873575846354,197.92689514160156
2025-08-01 06:30:00,26,1,0,雾,501,28,96,13,91,227.2094268798828,189.9779307047526
2025-08-01 06:45:00,27,1,0,雾,501,28,96,13,91,244.4275919596354,179.41517130533853
2025-08-01 07:00:00,28,1,0,雾,501,28,94,8,91,350.6470133463542,268.99712626139325
2025-08-01 07:15:00,29,1,0,雾,501,28,94,8,91,345.8259684244792,256.3267771402995
2025-08-01 07:30:00,30,1,0,雾,501,28,94,8,91,298.3964436848958,208.11356608072916
2025-08-01 07:45:00,31,1,0,雾,501,28,94,8,91,311.7969055175781,252.9816131591797
2025-08-01 08:00:00,32,1,1,雾,501,29,89,17,91,378.44240315755206,302.3974609375
2025-08-01 08:15:00,33,1,1,雾,501,29,89,17,91,650.5327758789062,515.2497762044271
2025-08-01 08:30:00,34,1,1,雾,501,29,89,17,91,732.3053995768229,531.9854125976562
2025-08-01 08:45:00,35,1,1,雾,501,29,89,17,91,681.709228515625,507.6173604329427
2025-08-01 09:00:00,36,1,1,雾,501,30,84,14,91,692.9124145507812,491.1442565917969
2025-08-01 09:15:00,37,1,1,雾,501,30,84,14,91,676.84423828125,503.9463195800781
2025-08-01 09:30:00,38,1,1,雾,501,30,84,14,91,687.1057332356771,517.4464314778646
2025-08-01 09:45:00,39,1,1,雾,501,30,84,14,91,686.7720743815104,493.0350646972656
2025-08-01 10:00:00,40,1,1,雾,501,31,79,18,91,671.6066487630209,514.3878072102865
2025-08-01 10:15:00,41,1,1,雾,501,31,79,18,91,717.5573527018229,535.2195434570312
2025-08-01 10:30:00,42,1,1,雾,501,31,79,18,91,697.7098795572916,521.7043660481771
2025-08-01 10:45:00,43,1,1,雾,501,31,79,18,91,709.5527547200521,523.808848063151
2025-08-01 11:00:00,44,1,1,多云,101,32,73,13,91,672.52587890625,507.5775960286458
2025-08-01 11:15:00,45,1,1,多云,101,32,73,13,91,645.8149210611979,441.77113850911456
2025-08-01 11:30:00,46,1,1,多云,101,32,73,13,91,574.2404581705729,372.28045654296875
