time,quarter,holiday,is_peak,text,code,temperature,humidity,windSpeed,cloud,load,meter
2025-06-01 00:00:00,0,4,0,雾,501,19,87,9,100,81.47195180257161,81.47195180257161
2025-06-01 00:15:00,1,4,0,雾,501,19,87,9,100,83.29965464274089,83.29965464274089
2025-06-01 00:30:00,2,4,0,雾,501,19,87,9,100,89.46999867757161,89.46999867757161
2025-06-01 00:45:00,3,4,0,雾,501,19,87,9,100,84.95689646402995,84.95689646402995
2025-06-01 01:00:00,4,4,0,雾,501,19,91,11,100,92.90333302815755,92.90333302815755
2025-06-01 01:15:00,5,4,0,雾,501,19,91,11,100,76.61620585123698,76.61620585123698
2025-06-01 01:30:00,6,4,0,雾,501,19,91,11,100,79.52758534749348,79.52758534749348
2025-06-01 01:45:00,7,4,0,雾,501,19,91,11,100,87.75126393636067,87.75126393636067
2025-06-01 02:00:00,8,4,0,雾,501,19,83,18,100,91.35402170817058,91.35402170817058
2025-06-01 02:15:00,9,4,0,雾,501,19,83,18,100,85.22413889567058,85.22413889567058
2025-06-01 02:30:00,10,4,0,雾,501,19,83,18,100,90.63413747151692,90.63413747151692
2025-06-01 02:45:00,11,4,0,雾,501,19,83,18,100,82.2779312133789,82.2779312133789
2025-06-01 03:00:00,12,4,0,雾,501,19,87,13,100,87.62356567382812,87.62356567382812
2025-06-01 03:15:00,13,4,0,雾,501,19,87,13,100,88.58379364013672,88.58379364013672
2025-06-01 03:30:00,14,4,0,雾,501,19,87,13,100,93.87172444661458,93.87172444661458
2025-06-01 03:45:00,15,4,0,雾,501,19,87,13,100,87.47689565022786,87.47689565022786
2025-06-01 04:00:00,16,4,0,雾,501,19,93,16,100,86.22137959798177,86.22137959798177
2025-06-01 04:15:00,17,4,0,雾,501,19,93,16,100,82.91448211669922,82.91448211669922
2025-06-01 04:30:00,18,4,0,雾,501,19,93,16,100,90.81321970621745,90.81321970621745
2025-06-01 04:45:00,19,4,0,雾,501,19,93,16,100,91.25138092041016,90.94333394368489
2025-06-01 05:00:00,20,4,0,雾,501,18,95,18,100,93.76816304524739,92.9949442545573
2025-06-01 05:15:00,21,4,0,雾,501,18,95,18,100,93.32080586751302,92.42551930745442
2025-06-01 05:30:00,22,4,0,雾,501,18,95,18,100,77.6259765625,76.04103342692058
2025-06-01 05:45:00,23,4,0,雾,501,18,95,18,100,84.85494232177734,81.2811508178711
2025-06-01 06:00:00,24,4,0,雾,501,18,98,18,100,96.43379465738933,91.74114990234375
2025-06-01 06:15:00,25,4,0,雾,501,18,98,18,100,91.2665506998698,84.68206787109375
2025-06-01 06:30:00,26,4,0,雾,501,18,98,18,100,97.36885070800781,89.33252970377605
2025-06-01 06:45:00,27,4,0,雾,501,18,98,18,100,82.76034037272136,69.16183980305989
2025-06-01 07:00:00,28,4,0,阴,104,18,81,32,100,84.99045817057292,65.0879300435384
2025-06-01 07:15:00,29,4,0,阴,104,18,81,32,100,85.25793202718098,62.255287170410156
2025-06-01 07:30:00,30,4,0,阴,104,18,81,32,100,93.28436787923177,62.6336784362793
2025-06-01 07:45:00,31,4,0,阴,104,18,81,32,100,86.21068827311198,56.79896545410156
2025-06-01 08:00:00,32,4,0,雾,501,17,96,22,100,92.13677978515625,63.380574544270836
2025-06-01 08:15:00,33,4,0,雾,501,17,96,22,100,94.22494252522786,107.04942576090495
2025-06-01 08:30:00,34,4,0,雾,501,17,96,22,100,79.36390431722005,118.6105728149414
2025-06-01 08:45:00,35,4,0,雾,501,17,96,22,100,82.02735646565755,116.9263203938802
2025-06-01 09:00:00,36,4,0,雾,501,17,98,17,100,75.19264475504558,66.93379338582356
2025-06-01 09:15:00,37,4,0,雾,501,17,98,17,100,93.41793314615886,57.53218460083008
2025-06-01 09:30:00,38,4,0,雾,501,17,98,17,100,83.97655232747395,44.386436462402344
2025-06-01 09:45:00,39,4,0,雾,501,17,98,17,100,85.22161102294922,63.97551727294922
2025-06-01 10:00:00,40,4,0,雾,501,17,97,18,100,82.61494445800781,110.95930989583333
2025-06-01 10:15:00,41,4,0,雾,501,17,97,18,100,98.69609069824219,127.54103342692058
2025-06-01 10:30:00,42,4,0,雾,501,17,97,18,100,72.05942281087239,98.05988438924153
2025-06-01 10:45:00,43,4,0,雾,501,17,97,18,100,95.3467788696289,60.50930913289388
2025-06-01 11:00:00,44,4,0,雾,501,17,98,24,100,84.24505360921223,50.40482711791992
2025-06-01 11:15:00,45,4,0,雾,501,17,98,24,100,84.9322992960612,44.28770065307617
2025-06-01 11:30:00,46,4,0,雾,501,17,98,24,100,89.60298919677734,47.718736012776695
2025-06-01 11:45:00,47,4,0,雾,501,17,98,24,100,99.01011403401692,62.94459660847982
2025-06-01 12:00:00,48,4,0,雾,501,18,98,17,100,83.13724263509114,57.51321792602539
2025-06-01 12:15:00,49,4,0,雾,501,18,98,17,100,95.4676996866862,51.4403444925944
2025-06-01 12:30:00,50,4,0,雾,501,18,98,17,100,76.06264241536458,38.20160929361979
2025-06-01 12:45:00,51,4,0,雾,501,18,98,17,100,87.49792989095052,47.49804560343424
2025-06-01 13:00:00,52,4,0,阵雨,300,18,98,22,100,86.73620859781902,26.13965606689453
2025-06-01 13:15:00,53,4,0,阵雨,300,18,98,22,100,94.38988749186198,27.37620735168457
2025-06-01 13:30:00,54,4,0,阵雨,300,18,98,22,100,94.58390553792317,35.6931037902832
2025-06-01 13:45:00,55,4,0,阵雨,300,18,98,22,100,89.90103403727214,45.5439084370931
2025-06-01 14:00:00,56,4,0,阴,104,18,97,19,100,92.74057515462239,38.898276011149086
2025-06-01 14:15:00,57,4,0,阴,104,18,97,19,100,82.96091969807942,19.797356287638348
2025-06-01 14:30:00,58,4,0,阴,104,18,97,19,100,87.71368153889973,34.65793228149414
2025-06-01 14:45:00,59,4,0,阴,104,18,97,19,100,92.07942454020183,61.05459721883138
2025-06-01 15:00:00,60,4,0,阴,104,18,97,19,100,95.16712443033855,60.492758433024086
