time,quarter,holiday,is_peak,text,code,temperature,humidity,windSpeed,cloud
2025-08-14 00:00:00,0,1,0,多云,151,28,89,13,79
2025-08-14 00:15:00,1,1,0,多云,151,28,89,13,79
2025-08-14 00:30:00,2,1,0,多云,151,28,89,13,79
2025-08-14 00:45:00,3,1,0,多云,151,28,89,13,79
2025-08-14 01:00:00,4,1,0,多云,151,28,89,13,60
2025-08-14 01:15:00,5,1,0,多云,151,28,89,13,60
2025-08-14 01:30:00,6,1,0,多云,151,28,89,13,60
2025-08-14 01:45:00,7,1,0,多云,151,28,89,13,60
2025-08-14 02:00:00,8,1,0,多云,151,28,90,13,40
2025-08-14 02:15:00,9,1,0,多云,151,28,90,13,40
2025-08-14 02:30:00,10,1,0,多云,151,28,90,13,40
2025-08-14 02:45:00,11,1,0,多云,151,28,90,13,40
2025-08-14 03:00:00,12,1,0,多云,151,28,90,13,27
2025-08-14 03:15:00,13,1,0,多云,151,28,90,13,27
2025-08-14 03:30:00,14,1,0,多云,151,28,90,13,27
2025-08-14 03:45:00,15,1,0,多云,151,28,90,13,27
2025-08-14 04:00:00,16,1,0,多云,151,27,89,13,13
2025-08-14 04:15:00,17,1,0,多云,151,27,89,13,13
2025-08-14 04:30:00,18,1,0,多云,151,27,89,13,13
2025-08-14 04:45:00,19,1,0,多云,151,27,89,13,13
2025-08-14 05:00:00,20,1,0,多云,151,27,89,13,0
2025-08-14 05:15:00,21,1,0,多云,151,27,89,13,0
2025-08-14 05:30:00,22,1,0,多云,151,27,89,13,0
2025-08-14 05:45:00,23,1,0,多云,151,27,89,13,0
2025-08-14 06:00:00,24,1,0,多云,101,28,90,13,1
2025-08-14 06:15:00,25,1,0,多云,101,28,90,13,1
2025-08-14 06:30:00,26,1,0,多云,101,28,90,13,1
2025-08-14 06:45:00,27,1,0,多云,101,28,90,13,1
2025-08-14 07:00:00,28,1,0,多云,101,28,91,14,2
2025-08-14 07:15:00,29,1,0,多云,101,28,91,14,2
2025-08-14 07:30:00,30,1,0,多云,101,28,91,14,2
2025-08-14 07:45:00,31,1,0,多云,101,28,91,14,2
2025-08-14 08:00:00,32,1,1,多云,101,29,86,16,2
2025-08-14 08:15:00,33,1,1,多云,101,29,86,16,2
2025-08-14 08:30:00,34,1,1,多云,101,29,86,16,2
2025-08-14 08:45:00,35,1,1,多云,101,29,86,16,2
2025-08-14 09:00:00,36,1,1,晴,100,30,80,18,9
2025-08-14 09:15:00,37,1,1,晴,100,30,80,18,9
2025-08-14 09:30:00,38,1,1,晴,100,30,80,18,9
2025-08-14 09:45:00,39,1,1,晴,100,30,80,18,9
2025-08-14 10:00:00,40,1,1,晴,100,31,74,18,16
2025-08-14 10:15:00,41,1,1,晴,100,31,74,18,16
2025-08-14 10:30:00,42,1,1,晴,100,31,74,18,16
2025-08-14 10:45:00,43,1,1,晴,100,31,74,18,16
2025-08-14 11:00:00,44,1,1,晴,100,32,70,18,23
2025-08-14 11:15:00,45,1,1,晴,100,32,70,18,23
2025-08-14 11:30:00,46,1,1,晴,100,32,70,18,23
2025-08-14 11:45:00,47,1,1,晴,100,32,70,18,23
2025-08-14 12:00:00,48,1,1,晴,100,33,67,18,18
2025-08-14 12:15:00,49,1,1,晴,100,33,67,18,18
2025-08-14 12:30:00,50,1,1,晴,100,33,67,18,18
2025-08-14 12:45:00,51,1,1,晴,100,33,67,18,18
2025-08-14 13:00:00,52,1,1,晴,100,34,64,18,13
2025-08-14 13:15:00,53,1,1,晴,100,34,64,18,13
2025-08-14 13:30:00,54,1,1,晴,100,34,64,18,13
2025-08-14 13:45:00,55,1,1,晴,100,34,64,18,13
2025-08-14 14:00:00,56,1,1,晴,100,34,62,18,8
2025-08-14 14:15:00,57,1,1,晴,100,34,62,18,8
2025-08-14 14:30:00,58,1,1,晴,100,34,62,18,8
2025-08-14 14:45:00,59,1,1,晴,100,34,62,18,8
2025-08-14 15:00:00,60,1,1,晴,100,34,64,18,13
2025-08-14 15:15:00,61,1,1,晴,100,34,64,18,13
2025-08-14 15:30:00,62,1,1,晴,100,34,64,18,13
